Train No,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,SU,M,TU,W,TH,F,SA,Class,Distance,Speed,Return
14207,Padmavat Express,Exp,NR,,,PBH,17:00,DLI,06:45,13h 45m,13,S,M,T,W,T,F,S,SL 3A 2A 1A,659 km,47 km/hr,14208
14208,Padmavat Express,Exp,NR,,,DLI,19:50,PBH,08:20,12h 30m,13,S,M,T,W,T,F,S,SL 3A 2A 1A,659 km,52 km/hr,14207
14209,Vindhyachal-Lucknow ...,Exp,NR,,,BDL,13:45,LKO,19:25,5h 40m,10,S,M,T,W,T,F,S,CC,283 km,49 km/hr,14210
14210,Lucknow-Vindhyachal ...,Exp,NR,,,LKO,07:30,BDL,13:15,5h 45m,10,S,M,T,W,T,F,S,CC,283 km,49 km/hr,14209
14211,Agra Cantt. - New De...,Exp,NCR,,,AGC,06:00,NDLS,10:20,4h 20m,14,S,M,T,W,T,F,S,2S CC 2A 1A,195 km,45 km/hr,14212
14212,New Delhi - Agra Can...,Exp,NCR,,,NDLS,17:35,AGC,22:05,4h 30m,13,S,M,T,W,T,F,S,2S CC 2A 1A,195 km,43 km/hr,14211
14213,Varanasi - Gonda Int...,Exp,NR,,,BSB,14:15,GD,20:15,6h 0m,9,S,M,T,W,T,F,S,CC,255 km,42 km/hr,14214
14214,Gonda - Varanasi Int...,Exp,NR,,,GD,07:00,BSB,13:40,6h 40m,9,S,M,T,W,T,F,S,CC,255 km,38 km/hr,14213
14215,Ganga Gomti Express,Exp,NR,,,ALD,06:00,LKO,10:15,4h 15m,8,S,M,T,W,T,F,S,CC,201 km,47 km/hr,14216
14216,Ganga Gomti Express,Exp,NR,,,LKO,18:00,ALD,22:25,4h 25m,8,S,M,T,W,T,F,S,CC,201 km,45 km/hr,14215
14217,Unchahar Express (PT...,Exp,NR,,,ALD,13:45,CDG,09:25,19h 40m,40,S,M,T,W,T,F,S,SL 3A 2A,893 km,45 km/hr,14218
14218,Unchahar Express,Exp,NR,,,CDG,16:30,ALD,11:20,18h 50m,38,S,M,T,W,T,F,S,SL 3A 2A,893 km,47 km/hr,14217
14219,Varanasi - Lucknow I...,Exp,NR,,,BSB,05:10,LKO,11:25,6h 15m,9,,M,T,W,T,F,S,CC,301 km,48 km/hr,14220
14220,Lucknow - Varanasi I...,Exp,NR,,,LKO,12:55,BSB,20:25,7h 30m,9,,M,T,W,T,F,S,CC,301 km,40 km/hr,14219
14221,Faizabad - Kanpur An...,Exp,NR,,,FD,05:05,CPA,10:20,5h 15m,7,S,M,T,W,T,F,S,,202 km,38 km/hr,14222
14222,Kanpur Anwarganj - F...,Exp,NR,,,CPA,12:55,FD,18:00,5h 5m,7,S,M,T,W,T,F,S,,202 km,39 km/hr,14221
14223,Budhpurnima Express,Exp,NER,,,RGD,23:30,BSB,08:40,9h 10m,17,S,M,T,W,T,F,S,SL,414 km,45 km/hr,14224
14224,Budhpurnima Express,Exp,NER,,,BSB,20:30,RGD,05:05,8h 35m,16,S,M,T,W,T,F,S,SL,414 km,48 km/hr,14223
14227,Varuna Express,Exp,NR,,,BSB,04:50,LKO,09:50,5h 0m,9,,M,,,T,,,CC,283 km,56 km/hr,14228
14228,Varuna Express,Exp,NR,,,LKO,17:50,BSB,23:30,5h 40m,9,,M,,,T,,,CC,283 km,49 km/hr,14227
14235,Varanasi Bareilly Ex...,Exp,NR,,,BSB,23:40,BE,14:10,14h 30m,45,S,M,T,W,T,F,S,SL 3A 2A,559 km,38 km/hr,14236
14236,Bareilly - Varanasi ...,Exp,NR,,,BE,15:30,BSB,06:50,15h 20m,42,S,M,T,W,T,F,S,SL 3A 2A,559 km,36 km/hr,14235
14257,Kashi Vishwanath Exp...,Exp,NR,,,BSB,13:45,NDLS,06:10,16h 25m,30,S,M,T,W,T,F,S,SL 3A 2A 1A,793 km,48 km/hr,14258
14258,Kashi Vishwanath Exp...,Exp,NR,,,NDLS,11:35,BSB,04:45,17h 10m,32,S,M,T,W,T,F,S,SL 3A 2A 1A,793 km,46 km/hr,14257
14265,Varanasi - Dehradun ...,Exp,NR,,,BSB,08:25,DDN,06:30,22h 5m,46,S,M,T,W,T,F,S,SL 3A 2A,846 km,38 km/hr,14266
14266,Dehradun - Varanasi ...,Exp,NR,,,DDN,18:15,BSB,15:45,21h 30m,48,S,M,T,W,T,F,S,SL 3A 2A,846 km,39 km/hr,14265
14307,Prayag - Bareilly Ex...,Exp,NR,,,PRG,22:15,BE,10:55,12h 40m,38,S,M,T,W,T,F,S,SL,461 km,36 km/hr,14308
14308,Bareilly - Prayag Ex...,Exp,NR,,,BE,17:15,PRG,05:30,12h 15m,38,S,M,T,W,T,F,S,SL,461 km,37 km/hr,14307
14309,Ujjaini Express,Exp,NR,,,UJN,15:00,DDN,19:40,28h 40m,28,,,,W,T,,,SL 3A 2A,1245 km,43 km/hr,14310
14310,Ujjaini Express,Exp,NR,,,DDN,05:50,UJN,09:05,27h 15m,27,,,T,W,,,,SL 3A 2A,1245 km,45 km/hr,14309
14311,Ala Hazrat Express,Exp,NR,,,BE,06:05,BHUJ,14:00,31h 55m,44,S,,,,T,F,,SL 3A 2A,1549 km,48 km/hr,14312
14312,Ala Hazrat Express,Exp,NR,,,BHUJ,12:25,BE,20:40,32h 15m,43,S,,T,,T,,,SL 3A 2A,1549 km,48 km/hr,14311
14313,Mumbai LTT - Bareill...,Exp,NR,,,LTT,08:05,BE,15:40,31h 35m,24,,M,,,,,,SL 3A 2A,1604 km,50 km/hr,14314
14314,Bareilly - Mumbai LT...,Exp,NR,,,BE,10:40,LTT,20:00,33h 20m,24,,,,,,,S,SL 3A 2A,1604 km,48 km/hr,14313
14315,Bareilly - New Delhi...,Exp,NR,,,BE,04:45,NDLS,10:10,5h 25m,14,S,M,T,W,T,F,S,2S CC,256 km,47 km/hr,14316
14316,New Delhi - Bareilly...,Exp,NR,,,NDLS,16:35,BE,21:55,5h 20m,14,S,M,T,W,T,F,S,2S CC,256 km,47 km/hr,14315
14317,Indore-Dehradun Expr...,Exp,NR,,,INDB,15:00,DDN,19:40,28h 40m,28,S,,,,,,S,SL 3A 2A,1181 km,41 km/hr,14318
14318,Dehradun-Indore Expr...,Exp,NR,,,DDN,05:50,INDB,06:40,24h 50m,28,,,,,,F,S,SL 3A 2A,1181 km,47 km/hr,14317
14319,Indore - Bareilly We...,Exp,NR,,,INDB,15:30,BE,15:40,24h 10m,17,,,,,T,,,SL 3A 2A,1042 km,43 km/hr,14320
14320,Bareilly - Indore We...,Exp,NR,,,BE,10:40,INDB,11:20,24h 40m,17,,,,W,,,,SL 3A 2A,1042 km,42 km/hr,14319
14321,Ala Hazrat Express (...,Exp,NR,,,BE,06:05,BHUJ,10:15,28h 10m,43,,M,T,W,,,S,SL 3A 2A,1411 km,50 km/hr,14322
14322,Ala Hazrat Express (...,Exp,NR,,,BHUJ,16:15,BE,20:40,28h 25m,42,,M,,W,,F,S,SL 3A 2A,1411 km,49 km/hr,14321
14323,New Delhi-Rohtak Int...,Exp,NR,,,NDLS,10:35,ROK,12:55,2h 20m,4,S,M,T,W,T,F,S,2S CC,71 km,30 km/hr,14324
14324,Rohtak-New Delhi Int...,Exp,NR,,,ROK,14:15,NDLS,16:00,1h 45m,4,S,M,T,W,T,F,S,2S CC,71 km,40 km/hr,14323
14369,Triveni Express,Exp,NR,,,SGRL,18:25,BE,12:40,18h 15m,32,,,T,,T,,S,SL 2A,722 km,39 km/hr,14370
14370,Triveni Express,Exp,NR,,,BE,11:55,SGRL,07:30,19h 35m,33,,M,,W,,F,,SL 2A,722 km,36 km/hr,14369
14501,Bhatinda - Jammu Taw...,Exp,NR,,,BTI,21:05,JAT,07:20,10h 15m,11,,,,,T,,,SL 3A,522 km,50 km/hr,14502
14502,Jammu Tawi - Bhatind...,Exp,NR,,,JAT,23:15,BTI,10:20,11h 5m,11,,,,,,F,,SL 3A,522 km,47 km/hr,14501
14503,Kalka - Shri Mata Va...,Exp,NR,,,KLK,19:00,SVDK,04:35,9h 35m,8,,,T,,,F,,SL 3A 2A,479 km,49 km/hr,14504
14504,Shri Mata Vaishno De...,Exp,NR,,,SVDK,21:20,KLK,07:50,10h 30m,8,,,,W,,,S,SL 3A 2A,479 km,45 km/hr,14503
14505,Amritsar - Nangaldam...,Exp,NR,,,ASR,14:15,NLDM,19:50,5h 35m,8,S,M,T,W,T,F,S,,287 km,51 km/hr,14506
14506,Nangaldam - Amritsar...,Exp,NR,,,NLDM,07:30,ASR,13:20,5h 50m,8,S,M,T,W,T,F,S,,287 km,49 km/hr,14505
14511,Nauchandi Express,Exp,NR,,,ALD,17:40,SRE,11:50,18h 10m,27,S,M,T,W,T,F,S,SL 3A 2A 1A,774 km,42 km/hr,14512
14512,Nauchandi Express,Exp,NR,,,SRE,16:45,ALD,09:55,17h 10m,26,S,M,T,W,T,F,S,SL 3A 2A 1A,774 km,45 km/hr,14511
14519,Kisan Express,Exp,NR,,,DLI,14:55,BTI,22:20,7h 25m,17,S,M,T,W,T,F,S,2S CC,336 km,45 km/hr,14520
14520,Kisan Express,Exp,NR,,,BTI,06:55,DLI,14:15,7h 20m,17,S,M,T,W,T,F,S,2S CC,336 km,45 km/hr,14519
14521,Delhi Jn - Ambala Ca...,Exp,NR,,,DLI,13:10,UMB,19:10,6h 0m,10,S,M,T,W,T,F,S,CC,262 km,43 km/hr,14522
14522,Ambala Cantt - Delhi...,Exp,NR,,,UMB,05:40,DLI,11:40,6h 0m,10,S,M,T,W,T,F,S,CC,262 km,43 km/hr,14521
14523,Harihar Express,Exp,NR,,,BJU,05:00,UMB,07:55,26h 55m,19,,M,,,T,,,SL 3A,1305 km,48 km/hr,14524
14524,Harihar Express,Exp,NR,,,UMB,22:45,BJU,02:10,27h 25m,19,,,T,,,,S,SL 3A,1305 km,47 km/hr,14523
14525,Ambala Cantt-Shri Ga...,Exp,NR,,,UMB,05:15,SGNR,12:00,6h 45m,12,S,M,T,W,T,F,S,2S CC,327 km,48 km/hr,14526
14526,Shri Ganganagar-Amba...,Exp,NR,,,SGNR,14:00,UMB,20:55,6h 55m,12,S,M,T,W,T,F,S,2S CC,327 km,47 km/hr,14525
14545,Farukhnagar Saharanp...,Exp,NR,,,FN,13:10,SRE,21:25,8h 15m,23,S,M,T,W,T,F,S,,217 km,26 km/hr,14546
14546,Saharanpur Farukhnag...,Exp,NR,,,SRE,06:05,FN,12:40,6h 35m,24,S,M,T,W,T,F,S,,217 km,32 km/hr,14545
14553,Himachal Express,Exp,NR,,,DLI,22:55,AADR,08:30,9h 35m,25,S,M,T,W,T,F,S,SL 3A 2A,399 km,41 km/hr,14554
14554,Himachal Express,Exp,NR,,,AADR,20:10,DLI,05:30,9h 20m,23,S,M,T,W,T,F,S,SL 3A 2A,399 km,42 km/hr,14553
14555,Bareilly - Delhi (Hi...,Exp,NR,,,BE,14:20,DLI,21:45,7h 25m,18,S,M,T,W,T,F,S,3A 2A,273 km,36 km/hr,14556
14556,Delhi - Bareilly (Hi...,Exp,NR,,,DLI,06:00,BE,13:20,7h 20m,19,S,M,T,W,T,F,S,3A 2A,273 km,37 km/hr,14555
14601,Firozpur Cantt - Shr...,Exp,NR,,,FZR,05:10,SGNR,09:20,4h 10m,8,S,M,T,W,T,F,S,,184 km,44 km/hr,14602
14602,Shri Ganganagar - Fi...,Exp,NR,,,SGNR,12:10,FZR,16:35,4h 25m,8,S,M,T,W,T,F,S,,184 km,41 km/hr,14601
14603,Saharsa-Amritsar Jan...,Exp,NR,,,SHC,16:05,ASR,02:55,34h 50m,31,,,,,,F,,,1569 km,45 km/hr,14604
14604,Amritsar-Saharsa Wee...,Exp,NR,,,ASR,13:15,SHC,20:00,30h 45m,31,,,,W,,,,,1569 km,51 km/hr,14603
14607,Atari - Lahore Samjh...,Exp,NR,,,ATT,11:30,ATT,,-11h -30m,-1,,M,,,T,,,,no info,n/a,14608
14608,Lahore - Atari Samj...,Exp,NR,,,ATT,12:30,ATT,,-12h -30m,-1,,,T,,,F,,,no info,n/a,14607
14609,Hemkunt Express,Exp,NR,,,RKSH,16:15,SVDK,06:30,14h 15m,20,S,M,T,W,T,F,S,SL 3A 2A,635 km,44 km/hr,14610
14610,Hemkunt Express,Exp,NR,,,SVDK,16:20,RKSH,08:04,15h 44m,20,S,M,T,W,T,F,S,SL 3A 2A,635 km,40 km/hr,14609
14611,Gorakhpur - Amritsar...,Exp,NR,,,GKP,10:35,ASR,06:30,19h 55m,14,,M,,,,,,,1087 km,54 km/hr,14612
14612,Amritsar - Gorakhpur...,Exp,NR,,,ASR,12:35,GKP,07:55,19h 20m,14,S,,,,,,,,1087 km,56 km/hr,14611
14613,Chandigarh - Firozpu...,Exp,NR,,,CDG,16:30,FZR,21:30,5h 0m,5,S,M,T,W,T,F,S,,236 km,47 km/hr,14614
14614,Firozpur - Chandigar...,Exp,NR,,,FZR,07:00,CDG,11:45,4h 45m,6,S,M,T,W,T,F,S,,236 km,49 km/hr,14613
14615,Lalkuan - Amritsar E...,Exp,NR,,,LKU,23:15,ASR,15:15,16h 0m,15,,,,,,,S,SL 3A 2A,676 km,42 km/hr,14616
14616,Amritsar - Lalkuan E...,Exp,NR,,,ASR,05:55,LKU,20:55,15h 0m,15,,,,,,,S,SL 3A 2A,676 km,45 km/hr,14615
14623,Patalkot Express,Exp,NR,,,CWA,10:15,DEE,06:15,20h 0m,20,S,M,T,W,T,F,S,SL 3A 2A,1052 km,52 km/hr,14624
14624,Patalkot Express,Exp,NR,,,DEE,12:20,CWA,09:50,21h 30m,20,S,M,T,W,T,F,S,SL 3A 2A,1052 km,48 km/hr,14623
14625,Delhi SaraiRohilla -...,Exp,NR,,,DEE,06:45,FZR,14:45,8h 0m,13,S,M,T,W,T,F,S,SL 3A 2A,382 km,47 km/hr,14626
14626,Firozpur Cantt - Del...,Exp,NR,,,FZR,04:20,DEE,11:40,7h 20m,13,S,M,T,W,T,F,S,SL 3A 2A,382 km,52 km/hr,14625
14629,Ludhiana Firozpur Su...,Exp,NR,,,LDH,07:10,FZR,09:45,2h 35m,7,S,M,T,W,T,F,S,,124 km,47 km/hr,14630
14630,Firozpur Ludhiana Su...,Exp,NR,,,FZR,17:40,LDH,20:10,2h 30m,7,S,M,T,W,T,F,S,,124 km,49 km/hr,14629
14631,Dehradun - Amritsar ...,Exp,NR,,,DDN,19:00,ASR,07:30,12h 30m,24,S,M,T,W,T,F,S,SL 3A,462 km,36 km/hr,14632
14632,Amritsar - Dehradun ...,Exp,NR,,,ASR,22:15,DDN,10:15,12h 0m,25,S,M,T,W,T,F,S,SL 3A,462 km,38 km/hr,14631
14633,Ravi Express (UnRese...,Exp,NR,,,ASR,09:15,PTK,11:45,2h 30m,5,S,M,T,W,T,F,S,,107 km,42 km/hr,14634
14634,Ravi Express (UnRese...,Exp,NR,,,PTK,14:10,ASR,16:40,2h 30m,5,S,M,T,W,T,F,S,,107 km,42 km/hr,14633
14645,Shalimar Express,Exp,NR,,,DLI,15:50,JAT,05:25,13h 35m,27,S,M,T,W,T,F,S,SL 3A 2A 1A,640 km,47 km/hr,14646
14646,Shalimar Express,Exp,NR,,,JAT,20:40,DLI,10:55,14h 15m,26,S,M,T,W,T,F,S,SL 3A 2A 1A,640 km,44 km/hr,14645
14649,Saryu Yamuna Express,Exp,NR,,,JYG,07:15,ASR,23:25,40h 10m,60,S,,T,,,F,,SL 3A 2A,1671 km,41 km/hr,14650
14650,Saryu Yamuna Express,Exp,NR,,,ASR,11:55,JYG,01:15,37h 20m,56,,M,,W,,,S,SL 3A 2A,1671 km,44 km/hr,14649
14659,Malani Express,Exp,NR,,,DLI,17:35,JSM,11:30,17h 55m,37,S,M,T,W,T,F,S,SL 3A 2A 1A,917 km,51 km/hr,14660
14660,Malani Express,Exp,NR,,,JSM,17:00,DLI,11:15,18h 15m,36,S,M,T,W,T,F,S,2S SL 3A 2A 1A,917 km,50 km/hr,14659
14661,Delhi Barmer Link Ex...,Exp,NR,,,DLI,17:35,BME,09:45,16h 10m,34,S,M,T,W,T,F,S,SL 3A 2A,828 km,51 km/hr,14662
14662,Malani Express Slip,Exp,NR,,,BME,18:00,DLI,11:15,17h 15m,30,S,M,T,W,T,F,S,SL 3A 2A 1A,828 km,47 km/hr,14659-Slip
14673,Shaheed Express (PT),Exp,NR,,,JYG,07:15,ASR,23:25,40h 10m,54,,M,,W,T,,S,SL 3A 2A,1654 km,41 km/hr,14674
14674,Shaheed Express,Exp,NR,,,ASR,11:55,JYG,01:15,37h 20m,54,S,,T,,T,F,,SL 3A 2A,1654 km,44 km/hr,14673
14681,New Delhi-Jalandhar ...,Exp,NR,,,NDLS,14:45,JUC,23:50,9h 5m,19,S,M,T,W,T,F,S,2S CC,438 km,48 km/hr,14682
14682,Jalandhar-New Delhi ...,Exp,NR,,,JUC,04:10,NDLS,12:55,8h 45m,19,S,M,T,W,T,F,S,2S CC,438 km,50 km/hr,14681
14703,Jaisalmer Lalgarh Ex...,Exp,NWR,,,JSM,10:10,LGH,16:35,6h 25m,12,S,M,T,W,T,F,S,,314 km,48 km/hr,14704
14704,Lalgarh Jaisalmer Ex...,Exp,NWR,,,LGH,07:20,JSM,13:40,6h 20m,12,S,M,T,W,T,F,S,,314 km,49 km/hr,14703
14705,Delhi Sarai Rohilla ...,Exp,NWR,,,DEE,07:05,BGKT,19:15,12h 10m,18,S,M,T,W,T,F,S,SL 3A 2A,624 km,51 km/hr,14706
14706,Bhagat Ki Kothi - De...,Exp,NWR,,,BGKT,10:00,DEE,22:10,12h 10m,18,S,M,T,W,T,F,S,2S SL 3A 2A,624 km,51 km/hr,14705
14707,Ranakpur Express (PT...,Exp,NWR,,,BKN,09:30,BDTS,09:40,24h 10m,31,S,M,T,W,T,F,S,2S SL 3A 2A,1217 km,50 km/hr,14708
14708,Ranakpur Express (PT...,Exp,NWR,,,BDTS,15:05,BKN,15:35,24h 30m,31,S,M,T,W,T,F,S,SL 3A 2A,1213 km,49 km/hr,14707
14709,Bikaner - Puri Expre...,Exp,NWR,,,BKN,16:40,PURI,10:05,41h 25m,28,S,,,,,,,SL 3A 2A,2093 km,50 km/hr,14710
14710,Puri - Bikaner Expre...,Exp,NWR,,,PURI,05:30,BKN,22:15,40h 45m,28,,,,W,,,,SL 3A 2A,2093 km,51 km/hr,14709
14711,Haridwar - Shri Gang...,Exp,NWR,,,HW,16:10,SGNR,02:30,10h 20m,19,S,M,T,W,T,F,S,2S CC,485 km,46 km/hr,14712
14712,Shri Ganganagar - Ha...,Exp,NWR,,,SGNR,04:10,HW,13:25,9h 15m,19,S,M,T,W,T,F,S,2S CC,485 km,52 km/hr,14711
14713,Shri Ganganagar - Ja...,Exp,NWR,,,SGNR,14:45,JAT,02:35,11h 50m,13,,,,W,,,,SL 3A 2A,548 km,46 km/hr,14714
